Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
stand_base,0.000547939099085761,0.951568142680923,-0.465000341423841,0,0,0,0.109449715271813,0.000113302435839247,1.09640050259602E-07,-1.10550562224374E-09,0.000117793394152384,1.56037099730454E-10,2.19068000131868E-05,0,0,0,0,0,0,package://harvest-studio/meshes/stand_base.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://harvest-studio/meshes/stand_base.STL,,camera-stand-1/dynamixel-vertical-frame-1;camera-stand-1/dynamixel-vertical-frame-2;camera-stand-1/al-spacer32-1;camera-stand-1/al-spacer32-2;camera-stand-1/horizontal-plate-1;camera-stand-1/horizontal-plate-2;camera-stand-1/al-spacer20-1;camera-stand-1/al-spacer20-2;camera-stand-1/al-spacer20-3;camera-stand-1/al-spacer20-4;camera-stand-1/AX12-A-1/Assembly.stp-1/ax-12.stp-1;camera-stand-1/circuit-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
camera_link,-2.65395705622228E-06,0.00348131731693191,0.0446566695341748,0,0,0,2.78889236681529,0.00412183232658975,4.09236432592131E-07,-3.17078315949037E-08,0.00242404662476709,0.000234310769319973,0.0060958781082902,0,0,0,0,0,0,package://harvest-studio/meshes/camera_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://harvest-studio/meshes/camera_link.STL,,camera-stand-1/OF-12SH-1;camera-stand-1/kinect2dynamixel-1;camera-stand-1/Azure Kinect DK-1,Origin_camera_joint,,camera_joint,revolute,0.00085,0.465,0.98,0,0,-3.1416,stand_base,1,0,0,0,0,0,0,,,,,,,,
