Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
harest-base,0.000696907579288617,0.241579417748028,0.0643234810436763,0,0,0,10.2530883442845,0.301757152337457,1.10550578941882E-09,1.09640049684721E-07,0.326245406728091,-1.56034601120319E-10,0.10209204718156,0,0,0,0,0,0,package://harvest-studio/meshes/harest-base.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://harvest-studio/meshes/harest-base.STL,,harvest-studio-frame-1;camera-stand-1/horizontal-plate-1;camera-stand-1/al-spacer32-1;camera-stand-1/dynamixel-vertical-frame-1;camera-stand-1/dynamixel-vertical-frame-2;camera-stand-1/horizontal-plate-2;camera-stand-1/circuit-1;camera-stand-1/al-spacer20-2;camera-stand-1/al-spacer20-3;camera-stand-1/al-spacer20-4;camera-stand-1/al-spacer20-1;camera-stand-1/al-spacer32-2;camera-stand-1/AX12-A-1/Assembly.stp-1/ax-12.stp-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
camera-link,-0.555798227654505,-1.15796914650996,-0.0127179000558243,0,0,0,2.78889236681532,0.00412183232658974,4.07170566456366E-07,5.18842380195653E-08,0.00248184816185608,-0.000513612716556471,0.0060380765712014,0,0,0,0,0,0,package://harvest-studio/meshes/camera-link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://harvest-studio/meshes/camera-link.STL,,camera-stand-1/OF-12SH-1;camera-stand-1/kinect2dynamixel-1;camera-stand-1/Azure Kinect DK-1,Origin_camera_joint,,camera_joint,revolute,-0.55495,-0.675,0.80244,-0.20407,0,3.1416,harest-base,1,0,0,0,0,-0.5,0.5,,,,,,,,
